name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	label	side	soz	bad	resection	type_y	non-epileptic
LAH1-LAH2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	Hippocampus	L	0	0	n/a	d	n/a
LAH2-LAH3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	amygdala	L	0	0	n/a	d	n/a
LAH3-LAH4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	amygdala	L	0	0	n/a	d	n/a
LAMY1-LAMY2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	superiortemporal	L	0	0	n/a	d	n/a
LAMY2-LAMY3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	superiortemporal	L	0	0	n/a	d	n/a
LAMY3-LAMY4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	superiortemporal	L	0	0	n/a	d	n/a
LAMY4-LAMY5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	middletemporal	L	0	0	n/a	d	n/a
LAMY5-LAMY6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	Outside	L	0	0	n/a	d	n/a
LAMY6-LAMY7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	Outside	L	0	0	n/a	d	n/a
LAMY7-LAMY8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	Outside	L	0	0	n/a	d	n/a
LCIN1-LCIN2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	n/a	d	n/a
LCIN2-LCIN3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	n/a	d	n/a
LCIN3-LCIN4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parstriangularis	L	0	0	n/a	d	n/a
LCIN4-LCIN5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parstriangularis	L	0	0	n/a	d	n/a
LCIN5-LCIN6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parstriangularis	L	0	0	n/a	d	n/a
LCIN6-LCIN7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parstriangularis	L	1	0	n/a	d	n/a
LCIN7-LCIN8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	1	0	n/a	d	n/a
LOF1-LOF2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	rostralmiddlefrontal	L	0	0	n/a	d	n/a
LOF2-LOF3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parstriangularis	L	0	0	n/a	d	n/a
LOF3-LOF4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parstriangularis	L	0	0	n/a	d	n/a
