name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	label	side	soz	bad	resection	type_y	non-epileptic
A1-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	lingual	L	0	0	0	s	1.0
A2-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	lingual	L	0	0	0	s	1.0
A3-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	precuneus	L	0	0	0	s	1.0
A4-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	isthmuscingulate	L	0	0	0	s	1.0
A5-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	precuneus	L	0	0	0	s	1.0
A6-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	precuneus	L	0	0	0	s	1.0
A7-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	precuneus	L	0	0	0	s	1.0
A8-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	precuneus	L	0	0	0	s	1.0
A9-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	paracentral	L	0	0	0	s	1.0
A10-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	paracentral	L	0	0	0	s	1.0
A11-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	lateralorbitofrontal	L	0	0	1	s	n/a
A12-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	lateralorbitofrontal	L	1	0	1	s	n/a
A13-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	lateralorbitofrontal	L	1	0	1	s	n/a
A14-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	parsorbitalis	L	1	0	1	s	n/a
A15-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	parsorbitalis	L	1	0	1	s	n/a
A16-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	lateralorbitofrontal	L	0	0	1	s	n/a
A17-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	lateralorbitofrontal	L	0	0	1	s	n/a
A18-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	lateralorbitofrontal	L	0	0	1	s	n/a
A19-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	parsorbitalis	L	1	0	1	s	n/a
A20-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	parsorbitalis	L	0	0	1	s	n/a
A21-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	fusiform	L	0	0	0	s	1.0
A22-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	parahippocampal	L	0	0	0	s	1.0
A23-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	parahippocampal	L	0	0	0	s	1.0
A24-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	entorhinal	L	0	0	0	s	1.0
A25-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	entorhinal	L	0	0	0	s	1.0
A26-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	temporalpole	L	0	0	0	s	1.0
A27-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	temporalpole	L	0	0	0	s	1.0
A28-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	temporalpole	L	0	0	0	s	1.0
A29-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	parahippocampal	L	0	0	0	s	1.0
A30-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	fusiform	L	0	0	0	s	1.0
A31-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	inferiortemporal	L	0	0	0	s	1.0
A32-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	inferiortemporal	L	0	0	0	s	1.0
A33-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	middletemporal	L	0	0	0	s	1.0
A34-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	middletemporal	L	0	0	0	s	1.0
A35-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	lingual	L	0	0	0	s	1.0
A36-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	lingual	L	0	0	0	s	1.0
A37-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	fusiform	L	0	0	0	s	1.0
A38-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	fusiform	L	0	0	0	s	1.0
A39-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	inferiortemporal	L	0	0	0	s	1.0
A40-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	inferiortemporal	L	0	0	0	s	1.0
A41-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	inferiortemporal	L	0	0	0	s	1.0
A42-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	middletemporal	L	0	0	0	s	1.0
A43-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	superiortemporal	L	0	0	0	s	1.0
