name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	label	side	soz	bad	resection	type_y	non-epileptic
LAH1-LAH2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	Caudate	L	0	0	0	d	1.0
LAH2-LAH3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	0	d	1.0
LAH3-LAH4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	0	d	1.0
LAH4-LAH5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	0	d	1.0
LAH5-LAH6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	precentral	L	0	0	0	d	1.0
LAH6-LAH7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	precentral	L	0	0	0	d	1.0
LAH7-LAH8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	postcentral	L	0	0	0	d	1.0
LAH8-LAH9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	postcentral	L	0	0	0	d	1.0
LAH9-LAH10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	postcentral	L	0	0	0	d	1.0
LPH1-LPH2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	0	d	1.0
LPH2-LPH3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	0	d	1.0
LPH3-LPH4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	0	d	1.0
LPH4-LPH5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	0	d	1.0
LPH5-LPH6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	postcentral	L	0	0	0	d	1.0
LPH6-LPH7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	postcentral	L	0	0	0	d	1.0
LPH7-LPH8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	postcentral	L	0	0	0	d	1.0
RAH1-RAH2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	1	d	n/a
RAH2-RAH3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	1	d	n/a
RAH3-RAH4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	0	0	1	d	n/a
RAH4-RAH5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	0	0	1	d	n/a
RAH5-RAH6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	0	0	1	d	n/a
RAH6-RAH7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	0	0	1	d	n/a
RAH7-RAH8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	0	0	1	d	n/a
RAT1-RAT2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	1	d	n/a
RAT2-RAT3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	1	d	n/a
RAT3-RAT4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	rostralmiddlefrontal	L	0	0	1	d	n/a
RAT4-RAT5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	rostralmiddlefrontal	L	0	0	1	d	n/a
RAT5-RAT6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	rostralmiddlefrontal	L	0	0	1	d	n/a
RI1-RI2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	1	0	1	d	n/a
RI2-RI3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	1	0	1	d	n/a
RI3-RI4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	1	0	1	d	n/a
RI4-RI5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	0	0	1	d	n/a
RI5-RI6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	0	0	1	d	n/a
RI6-RI7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	0	0	1	d	n/a
RI7-RI8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	postcentral	R	0	0	1	d	n/a
