name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	label	side	soz	bad	resection	type_y	non-epileptic
LIFG1-LIFG2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	caudalanteriorcingulate	L	0	0	0	d	1.0
LIFG2-LIFG3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	caudalanteriorcingulate	L	0	0	0	d	1.0
LIFG3-LIFG4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	0	d	1.0
LIFG4-LIFG5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	L	0	0	0	d	1.0
LIFG5-LIFG6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	0	0	0	d	1.0
LIFG6-LIFG7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	0	1	0	d	1.0
LIFG7-LIFG8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	0	1	0	d	1.0
LIFG8-LIFG9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	0	0	0	d	1.0
LIFG9-LIFG10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	parsopercularis	L	0	0	0	d	1.0
LIFG10-LIFG11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	precentral	L	0	1	0	d	1.0
LIFG11-LIFG12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	precentral	L	0	1	0	d	1.0
LSTG1-LSTG2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	superiortemporal	L	0	0	0	d	1.0
LSTG2-LSTG3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	superiortemporal	L	0	0	0	d	1.0
LSTG3-LSTG4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	superiortemporal	L	0	0	0	d	1.0
LSTG4-LSTG5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	superiortemporal	L	0	0	0	d	1.0
LSTG5-LSTG6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	superiortemporal	L	0	0	0	d	1.0
RAH1-RAH2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	Hippocampus	R	0	0	0	d	1.0
RAH2-RAH3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	Hippocampus	R	0	0	0	d	1.0
RAH3-RAH4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	fusiform	R	0	0	0	d	1.0
RAH4-RAH5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	inferiortemporal	R	0	0	0	d	1.0
RAH5-RAH6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	inferiortemporal	R	0	0	0	d	1.0
RAH6-RAH7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	middletemporal	R	0	0	0	d	1.0
RAH7-RAH8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	middletemporal	R	0	0	0	d	1.0
RCM1-RCM2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	BrainStem	R	0	0	0	d	1.0
RCM2-RCM3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	thalamus	R	0	0	0	d	1.0
RCM3-RCM4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	thalamus	R	0	0	0	d	1.0
RI1-RI2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	superiortemporal	R	1	0	1	d	n/a
RI2-RI3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	superiortemporal	R	0	0	0	d	1.0
RI3-RI4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	0	0	0	d	1.0
RI4-RI5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	0	0	0	d	1.0
RI5-RI6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	0	0	0	d	1.0
RI6-RI7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	0	0	0	d	1.0
RI7-RI8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	insula	R	0	0	0	d	1.0
RI8-RI9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	R	0	0	0	d	1.0
RI9-RI10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	WM	R	0	0	0	d	1.0
RI10-RI11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	rostralmiddlefrontal	R	0	0	0	d	1.0
RI11-RI12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	rostralmiddlefrontal	R	0	0	0	d	1.0
