name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	label	side	soz	bad	resection	type_y	non-epileptic
A1-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	0	d	n/a
A2-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	0	d	n/a
A3-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	0	d	n/a
A4-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	0	d	n/a
A5-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	0	d	n/a
A6-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	0	d	n/a
A7-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	1	d	n/a
A8-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	1	d	n/a
A9-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	1	d	n/a
A10-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	1	d	n/a
A11-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	1	d	n/a
A12-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	Lt	0	1	1	d	n/a
A13-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	superiorfrontal	Lt	0	0	0	s	n/a
A14-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	posteriorcingulate	Lt	0	0	0	s	n/a
A15-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	posteriorcingulate	Lt	0	0	0	s	n/a
A16-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	posteriorcingulate	Lt	0	0	0	s	n/a
A17-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	posteriorcingulate	Lt	0	0	0	s	n/a
A18-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	precuneus	Lt	0	0	0	s	n/a
A19-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	precuneus	Lt	0	0	0	s	n/a
A20-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	precuneus	Lt	0	0	0	s	n/a
A21-AV	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	precuneus	Lt	0	0	0	s	n/a
